produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,67
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,33
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,95
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,3
ABACAXI                  ;PÉROLA              ;6320;CE        ;NORDESTE       ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,53
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,24
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,26
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,09
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,33
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,38
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,61
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,33
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,03
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,05
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,55
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,5
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,48
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,62
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2024;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,67
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;10,25
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,5
ABACAXI                  ;PÉROLA              ;6320;CE        ;NORDESTE       ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,0
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,68
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,41
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,33
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,33
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,5
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,78
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,51
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,78
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,49
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,51
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,09
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,89
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,06
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,65
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,67
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,92
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,88
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,19
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,62
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,14
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,56
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,8
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,46
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,19
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,57
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,0
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,26
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,75
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,52
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,63
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,67
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,74
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,07
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,25
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,62
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,63
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,24
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,63
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,75
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,17
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,86
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,39
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,54
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,65
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,74
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,69
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,15
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,88
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,62
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,96
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,24
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,73
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,91
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,14
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,71
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,65
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,55
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,03
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,82
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,15
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,77
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,39
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,65
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,2
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,69
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,78
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,34
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,14
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,52
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,48
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,77
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,88
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,3
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,32
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,76
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,62
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,39
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,02
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,6
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,76
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,25
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,43
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,31
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,61
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,41
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,53
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,84
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,79
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,8
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,55
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,28
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,02
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,73
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,7
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,44
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,11
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,48
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,88
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,79
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,57
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,84
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,67
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,5
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,9
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,46
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,02
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,91
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,07
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,45
ABACAXI                  ;PÉROLA              ;6320;SP        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,11
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,01
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,85
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,16
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,75
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,25
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,89
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,24
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,7
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,62
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,36
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,43
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,44
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,04
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,39
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,83
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,51
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,25
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,86
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,67
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,94
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,28
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,74
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,18
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,64
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,56
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,42
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,51
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,96
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,79
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,19
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,59
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,56
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,44
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,93
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,59
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,9
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,9
ABACAXI                  ;PÉROLA              ;6320;CE        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,21
